"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","PID","START_TIME","EXP_AB","ATTENTION_FAILURES","trial","responses","view_history","actor","target_emotion"
"custom-labels-response","225","856336","0.0-11.0-3.12","3667.7999999523163","","despondent","","","","","tom-labels","","","F2","despondent"
"html-keyboard-response","226","857346","0.0-11.0-0.13","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","227","861630","0.0-11.0-1.13","","","","","","","","","","","",""
"image-keyboard-response","228","862136","0.0-11.0-2.13","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","229","865175","0.0-11.0-3.13","3037.399999976158","","horrified","","","","","tom-labels","","","M1","horrified"
"html-keyboard-response","230","866179","0.0-11.0-0.14","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","231","870840","0.0-11.0-1.14","","","","","","","","","","","",""
"image-keyboard-response","232","871352","0.0-11.0-2.14","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","233","874520","0.0-11.0-3.14","3166","","decisive","","","","","tom-labels","","","M3","decisive"
"html-keyboard-response","234","875532","0.0-11.0-0.15","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","235","880036","0.0-11.0-1.15","","","","","","","","","","","",""
"image-keyboard-response","236","880551","0.0-11.0-2.15","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","237","884296","0.0-11.0-3.15","3743.399999976158","","contented","","","","","tom-labels","","","F2","tentative"
"html-keyboard-response","238","885299","0.0-11.0-0.16","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","239","889759","0.0-11.0-1.16","","","","","","","","","","","",""
"image-keyboard-response","240","890266","0.0-11.0-2.16","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","241","892479","0.0-11.0-3.16","2212","","anticipating","","","","","tom-labels","","","F5","anticipating"
"html-keyboard-response","242","893489","0.0-11.0-0.17","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","243","897751","0.0-11.0-1.17","","","","","","","","","","","",""
"image-keyboard-response","244","898265","0.0-11.0-2.17","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","245","901703","0.0-11.0-3.17","3437.5","","curious","","","","","tom-labels","","","M3","aghast"
"html-keyboard-response","246","902711","0.0-11.0-0.18","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","247","907704","0.0-11.0-1.18","","","","","","","","","","","",""
"image-keyboard-response","248","908218","0.0-11.0-2.18","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","249","912399","0.0-11.0-3.18","4179.400000095367","","annoyed","","","","","tom-labels","","","M6","annoyed"
"html-keyboard-response","250","913403","0.0-11.0-0.19","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","251","918112","0.0-11.0-1.19","","","","","","","","","","","",""
"image-keyboard-response","252","918630","0.0-11.0-2.19","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","253","922866","0.0-11.0-3.19","4234.900000095367","","comforting","","","","","tom-labels","","","M5","comforting"
"html-keyboard-response","254","923878","0.0-11.0-0.20","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","255","928391","0.0-11.0-1.20","","","","","","","","","","","",""
"image-keyboard-response","256","928900","0.0-11.0-2.20","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","257","931464","0.0-11.0-3.20","2562.1999999284744","","worried","","","","","tom-labels","","","M4","worried"
"html-keyboard-response","258","932468","0.0-11.0-0.21","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","259","936952","0.0-11.0-1.21","","","","","","","","","","","",""
"image-keyboard-response","260","937468","0.0-11.0-2.21","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","261","941111","0.0-11.0-3.21","3641","","perplexed","","","","","tom-labels","","","F2","hateful"
"html-button-response","262","967895","0.0-12.0","26782.100000023842","You have completed the first part of the experiment.<br> Please take a five-minute break before moving on to the next trial.<p> Feel free to walk around the room and stretch. However, please make sure to return to the task<br> within 5 minutes, as extended delays may result in automatic withdrawal from the study.<br>Press <b>Continue</b> to proceed with the experiment.<p><span id=""clock"">5:00</span>","0","","","","","","","","",""
"instructions","263","1047159","0.0-13.0","79263.79999995232","","","","","","","","","[{""page_index"":0,""viewing_time"":11289.799999952316},{""page_index"":1,""viewing_time"":66149.10000002384},{""page_index"":2,""viewing_time"":1824.5}]","",""
"html-keyboard-response","264","1048160","0.0-14.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","265","1052898","0.0-14.0-1.0","","","","","","","","","","","",""
"image-keyboard-response","266","1053406","0.0-14.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","267","1055832","0.0-14.0-3.0","2424.600000023842","","anxious","","","","","tom-labels","","","F7","anxious"
"html-keyboard-response","268","1056838","0.0-14.0-0.1","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","269","1061548","0.0-14.0-1.1","","","","","","","","","","","",""
"image-keyboard-response","270","1062067","0.0-14.0-2.1","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","271","1065623","0.0-14.0-3.1","3554.7000000476837","","uneasy","","","","","tom-labels","","","M2","uneasy"
"html-keyboard-response","272","1066625","0.0-14.0-0.2","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","273","1071207","0.0-14.0-1.2","","","","","","","","","","","",""
"image-keyboard-response","274","1071718","0.0-14.0-2.2","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","275","1077807","0.0-14.0-3.2","6087.5","","regretful","","","","","tom-labels","","","M2","regretful"
"html-keyboard-response","276","1078816","0.0-14.0-0.3","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","277","1083451","0.0-14.0-1.3","","","","","","","","","","","",""
"image-keyboard-response","278","1083966","0.0-14.0-2.3","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","279","1090641","0.0-14.0-3.3","6673.5","","defiant","","","","","tom-labels","","","M3","apologetic"
"html-keyboard-response","280","1091643","0.0-14.0-0.4","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","281","1095879","0.0-14.0-1.4","","","","","","","","","","","",""
"image-keyboard-response","282","1096386","0.0-14.0-2.4","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","283","1099778","0.0-14.0-3.4","3390.100000023842","","ashamed","","","","","tom-labels","","","F3","ashamed"
"html-keyboard-response","284","1100782","0.0-14.0-0.5","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","285","1105481","0.0-14.0-1.5","","","","","","","","","","","",""
"image-keyboard-response","286","1105986","0.0-14.0-2.5","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","287","1108895","0.0-14.0-3.5","2907.8000000715256","","friendly","","","","","tom-labels","","","F8","friendly"
"html-keyboard-response","288","1109900","0.0-14.0-0.6","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","289","1114468","0.0-14.0-1.6","","","","","","","","","","","",""
"image-keyboard-response","290","1114983","0.0-14.0-2.6","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","291","1119328","0.0-14.0-3.6","4344.400000095367","","playful","","","","","tom-labels","","","M5","playful"
"html-keyboard-response","292","1120331","0.0-14.0-0.7","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","293","1124768","0.0-14.0-1.7","","","","","","","","","","","",""
"image-keyboard-response","294","1125283","0.0-14.0-2.7","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","295","1128168","0.0-14.0-3.7","2883.7999999523163","","panicked","","","","","tom-labels","","","F5","panicked"
"html-keyboard-response","296","1129169","0.0-14.0-0.8","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","297","1133772","0.0-14.0-1.8","","","","","","","","","","","",""
"image-keyboard-response","298","1134285","0.0-14.0-2.8","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","299","1137312","0.0-14.0-3.8","3025.399999976158","","contemplative","","","","","tom-labels","","","F6","contemplative"
"html-keyboard-response","300","1138315","0.0-14.0-0.9","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","301","1142599","0.0-14.0-1.9","","","","","","","","","","","",""
"image-keyboard-response","302","1143115","0.0-14.0-2.9","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","303","1146647","0.0-14.0-3.9","3530.899999976158","","offended","","","","","tom-labels","","","M3","jealous"
"html-keyboard-response","304","1147664","0.0-14.0-0.10","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","305","1152366","0.0-14.0-1.10","","","","","","","","","","","",""
"image-keyboard-response","306","1152881","0.0-14.0-2.10","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","307","1159560","0.0-14.0-3.10","6676.600000023842","","perplexed","","","","","tom-labels","","","F8","cautious"
"html-keyboard-response","308","1160572","0.0-14.0-0.11","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","309","1165017","0.0-14.0-1.11","","","","","","","","","","","",""
"image-keyboard-response","310","1165522","0.0-14.0-2.11","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","311","1168431","0.0-14.0-3.11","2908","","suspicious","","","","","tom-labels","","","M1","deciding"
"html-keyboard-response","312","1169435","0.0-14.0-0.12","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","313","1174147","0.0-14.0-1.12","","","","","","","","","","","",""
"image-keyboard-response","314","1174652","0.0-14.0-2.12","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","315","1187296","0.0-14.0-3.12","12642.100000023842","","reflective","","","","","tom-labels","","","F2","reflective"
"html-keyboard-response","316","1188300","0.0-14.0-0.13","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","317","1192600","0.0-14.0-1.13","","","","","","","","","","","",""
"image-keyboard-response","318","1193116","0.0-14.0-2.13","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","319","1198321","0.0-14.0-3.13","5202.899999976158","","irritated","","","","","tom-labels","","","M3","offended"
"html-keyboard-response","320","1199332","0.0-14.0-0.14","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","321","1204101","0.0-14.0-1.14","","","","","","","","","","","",""
"image-keyboard-response","322","1204617","0.0-14.0-2.14","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","323","1207728","0.0-14.0-3.14","3110","","dubious","","","","","tom-labels","","","F4","dubious"
"html-keyboard-response","324","1208733","0.0-14.0-0.15","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","325","1213215","0.0-14.0-1.15","","","","","","","","","","","",""
"image-keyboard-response","326","1213732","0.0-14.0-2.15","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","327","1216329","0.0-14.0-3.15","2596.3000000715256","","suspicious","","","","","tom-labels","","","F8","decisive"
"html-keyboard-response","328","1217340","0.0-14.0-0.16","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","329","1221622","0.0-14.0-1.16","","","","","","","","","","","",""
"image-keyboard-response","330","1222136","0.0-14.0-2.16","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","331","1225767","0.0-14.0-3.16","3629.5","","ashamed","","","","","tom-labels","","","M1","ashamed"
"html-keyboard-response","332","1226772","0.0-14.0-0.17","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","333","1231501","0.0-14.0-1.17","","","","","","","","","","","",""
"image-keyboard-response","334","1232004","0.0-14.0-2.17","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","335","1237536","0.0-14.0-3.17","5529.800000071526","","despondent","","","","","tom-labels","","","F4","upset"
"html-keyboard-response","336","1238541","0.0-14.0-0.18","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","337","1243284","0.0-14.0-1.18","","","","","","","","","","","",""
"image-keyboard-response","338","1243802","0.0-14.0-2.18","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","339","1247304","0.0-14.0-3.18","3500.7999999523163","","deciding","","","","","tom-labels","","","M6","irritated"
"html-keyboard-response","340","1248319","0.0-14.0-0.19","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","341","1252825","0.0-14.0-1.19","","","","","","","","","","","",""
"image-keyboard-response","342","1253337","0.0-14.0-2.19","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","343","1258087","0.0-14.0-3.19","4748.800000071526","","dispirited","","","","","tom-labels","","","F7","dispirited"
"html-keyboard-response","344","1259099","0.0-14.0-0.20","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","345","1263432","0.0-14.0-1.20","","","","","","","","","","","",""
"image-keyboard-response","346","1263942","0.0-14.0-2.20","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","347","1270024","0.0-14.0-3.20","6080","","upset","","","","","tom-labels","","","M1","upset"
"html-keyboard-response","348","1271032","0.0-14.0-0.21","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","349","1275297","0.0-14.0-1.21","","","","","","","","","","","",""
"image-keyboard-response","350","1275808","0.0-14.0-2.21","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","351","1281464","0.0-14.0-3.21","5654.299999952316","","disappointed","","","","","tom-labels","","","M3","resentful"
"html-keyboard-response","352","1282466","0.0-14.0-0.22","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","353","1286284","0.0-14.0-1.22","","","","","","","","","","","",""
"image-keyboard-response","354","1286801","0.0-14.0-2.22","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","355","1289743","0.0-14.0-3.22","2941.600000023842","","disappointed","","","","","tom-labels","","","M1","disappointed"
"html-keyboard-response","356","1290756","0.0-14.0-0.23","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","357","1295443","0.0-14.0-1.23","","","","","","","","","","","",""
"image-keyboard-response","358","1295953","0.0-14.0-2.23","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","359","1299823","0.0-14.0-3.23","3867.899999976158","","grateful","","","","","tom-labels","","","F5","grateful"
"html-keyboard-response","360","1300827","0.0-14.0-0.24","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","361","1305360","0.0-14.0-1.24","","","","","","","","","","","",""
"image-keyboard-response","362","1305872","0.0-14.0-2.24","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","363","1309512","0.0-14.0-3.24","3638.0999999046326","","guilty","","","","","tom-labels","","","M5","guilty"
"html-keyboard-response","364","1310523","0.0-14.0-0.25","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","365","1315246","0.0-14.0-1.25","","","","","","","","","","","",""
"image-keyboard-response","366","1315752","0.0-14.0-2.25","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","367","1319609","0.0-14.0-3.25","3855.100000023842","","enthused","","","","","tom-labels","","","M5","enthused"
"html-keyboard-response","368","1320618","0.0-14.0-0.26","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","369","1324919","0.0-14.0-1.26","","","","","","","","","","","",""
"image-keyboard-response","370","1325433","0.0-14.0-2.26","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","371","1328639","0.0-14.0-3.26","3205.2999999523163","","impatient","","","","","tom-labels","","","M3","impatient"
"html-keyboard-response","372","1329648","0.0-14.0-0.27","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","373","1334371","0.0-14.0-1.27","","","","","","","","","","","",""
"image-keyboard-response","374","1334889","0.0-14.0-2.27","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","375","1341856","0.0-14.0-3.27","6965.799999952316","","assertive","","","","","tom-labels","","","F4","assertive"
"html-keyboard-response","376","1342868","0.0-14.0-0.28","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","377","1347871","0.0-14.0-1.28","","","","","","","","","","","",""
"image-keyboard-response","378","1348387","0.0-14.0-2.28","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","379","1351289","0.0-14.0-3.28","2900.2999999523163","","puzzled","","","","","tom-labels","","","M6","puzzled"
"html-keyboard-response","380","1352300","0.0-14.0-0.29","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","381","1356899","0.0-14.0-1.29","","","","","","","","","","","",""
"image-keyboard-response","382","1357404","0.0-14.0-2.29","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","383","1362191","0.0-14.0-3.29","4785.300000071526","","hopeful","","","","","tom-labels","","","M4","hopeful"
"html-keyboard-response","384","1363200","0.0-15.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","385","1367668","0.0-15.0-1.0","","","","","","","","","","","",""
"image-keyboard-response","386","1368175","0.0-15.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","387","1371944","0.0-15.0-3.0","3767.2000000476837","","click","","","","","attention-check","","","F5","disappointed"
"html-keyboard-response","388","1372951","0.0-17.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","389","1377627","0.0-17.0-1.0","","","","","","","","","","","",""
"image-keyboard-response","390","1378136","0.0-17.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","391","1381807","0.0-17.0-3.0","3669.5","","intrigued","","","","","tom-labels","","","M6","reflective"
"html-keyboard-response","392","1382813","0.0-17.0-0.1","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","393","1387107","0.0-17.0-1.1","","","","","","","","","","","",""
"image-keyboard-response","394","1387618","0.0-17.0-2.1","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","395","1391024","0.0-17.0-3.1","3404.7999999523163","","arrogant","","","","","tom-labels","","","M1","arrogant"
"html-keyboard-response","396","1392034","0.0-17.0-0.2","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","397","1396835","0.0-17.0-1.2","","","","","","","","","","","",""
"image-keyboard-response","398","1397341","0.0-17.0-2.2","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","399","1401168","0.0-17.0-3.2","3825.100000023842","","defiant","","","","","tom-labels","","","M2","defiant"
"html-keyboard-response","400","1402183","0.0-17.0-0.3","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","401","1406603","0.0-17.0-1.3","","","","","","","","","","","",""
"image-keyboard-response","402","1407118","0.0-17.0-2.3","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","403","1411536","0.0-17.0-3.3","4416.100000023842","","contented","","","","","tom-labels","","","F7","contented"
"html-keyboard-response","404","1412543","0.0-17.0-0.4","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","405","1416823","0.0-17.0-1.4","","","","","","","","","","","",""
"image-keyboard-response","406","1417338","0.0-17.0-2.4","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","407","1421967","0.0-17.0-3.4","4627.600000023842","","skeptical","","","","","tom-labels","","","M1","pensive"
"html-keyboard-response","408","1422976","0.0-17.0-0.5","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","409","1427811","0.0-17.0-1.5","","","","","","","","","","","",""
"image-keyboard-response","410","1428323","0.0-17.0-2.5","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","411","1430832","0.0-17.0-3.5","2507.5","","curious","","","","","tom-labels","","","M6","curious"
"html-keyboard-response","412","1431834","0.0-17.0-0.6","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","413","1436333","0.0-17.0-1.6","","","","","","","","","","","",""
"image-keyboard-response","414","1436850","0.0-17.0-2.6","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","415","1441744","0.0-17.0-3.6","4891","","enthused","","","","","tom-labels","","","F2","enthused"
"html-keyboard-response","416","1442751","0.0-17.0-0.7","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","417","1447261","0.0-17.0-1.7","","","","","","","","","","","",""
"image-keyboard-response","418","1447770","0.0-17.0-2.7","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","419","1451624","0.0-17.0-3.7","3851.100000023842","","reassuring","","","","","tom-labels","","","M4","reassuring"
"html-keyboard-response","420","1452635","0.0-17.0-0.8","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","421","1456921","0.0-17.0-1.8","","","","","","","","","","","",""
"image-keyboard-response","422","1457426","0.0-17.0-2.8","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","423","1460656","0.0-17.0-3.8","3228.899999976158","","threatening","","","","","tom-labels","","","M3","threatening"
"html-keyboard-response","424","1461666","0.0-17.0-0.9","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","425","1466670","0.0-17.0-1.9","","","","","","","","","","","",""
"image-keyboard-response","426","1467179","0.0-17.0-2.9","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","427","1470617","0.0-17.0-3.9","3434.7999999523163","","reassuring","","","","","tom-labels","","","F6","reassuring"
"html-keyboard-response","428","1471619","0.0-17.0-0.10","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","429","1475138","0.0-17.0-1.10","","","","","","","","","","","",""
"image-keyboard-response","430","1475651","0.0-17.0-2.10","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","431","1481472","0.0-17.0-3.10","5819.5","","embarrassed","","","","","tom-labels","","","M2","joking"
"html-keyboard-response","432","1482482","0.0-17.0-0.11","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","433","1487182","0.0-17.0-1.11","","","","","","","","","","","",""
"image-keyboard-response","434","1487690","0.0-17.0-2.11","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","435","1489544","0.0-17.0-3.11","1852.7000000476837","","indifferent","","","","","tom-labels","","","M6","indifferent"
"html-keyboard-response","436","1490557","0.0-17.0-0.12","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","437","1495038","0.0-17.0-1.12","","","","","","","","","","","",""
"image-keyboard-response","438","1495553","0.0-17.0-2.12","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","439","1501200","0.0-17.0-3.12","5644.800000071526","","concerned","","","","","tom-labels","","","F7","concerned"
"html-keyboard-response","440","1502212","0.0-17.0-0.13","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","441","1506776","0.0-17.0-1.13","","","","","","","","","","","",""
"image-keyboard-response","442","1507290","0.0-17.0-2.13","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","443","1510624","0.0-17.0-3.13","3333.600000023842","","affectionate","","","","","tom-labels","","","F4","affectionate"
"html-keyboard-response","444","1511635","0.0-17.0-0.14","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","445","1516179","0.0-17.0-1.14","","","","","","","","","","","",""
"image-keyboard-response","446","1516690","0.0-17.0-2.14","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","447","1523112","0.0-17.0-3.14","6420.700000047684","","confused","","","","","tom-labels","","","F4","imploring"
"html-keyboard-response","448","1524125","0.0-17.0-0.15","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","449","1534076","0.0-17.0-1.15","","","","","","","","","","","",""
"image-keyboard-response","450","1534588","0.0-17.0-2.15","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","451","1537800","0.0-17.0-3.15","3209.6999999284744","","satisfied","","","","","tom-labels","","","F4","satisfied"
"html-keyboard-response","452","1538802","0.0-17.0-0.16","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","453","1543387","0.0-17.0-1.16","","","","","","","","","","","",""
"image-keyboard-response","454","1543904","0.0-17.0-2.16","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","455","1549992","0.0-17.0-3.16","6086.300000071526","","accusing","","","","","tom-labels","","","M3","accusing"
"html-keyboard-response","456","1551001","0.0-17.0-0.17","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","457","1555567","0.0-17.0-1.17","","","","","","","","","","","",""
"image-keyboard-response","458","1556075","0.0-17.0-2.17","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","459","1560280","0.0-17.0-3.17","4204.800000071526","","flirtatious","","","","","tom-labels","","","F8","desire"
"html-keyboard-response","460","1561289","0.0-17.0-0.18","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","461","1565607","0.0-17.0-1.18","","","","","","","","","","","",""
"image-keyboard-response","462","1566125","0.0-17.0-2.18","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","463","1571376","0.0-17.0-3.18","5248.899999976158","","guilty","","","","","tom-labels","","","M3","sympathetic"
"html-keyboard-response","464","1572398","0.0-17.0-0.19","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","465","1577070","0.0-17.0-1.19","","","","","","","","","","","",""
"image-keyboard-response","466","1577576","0.0-17.0-2.19","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","467","1581689","0.0-17.0-3.19","4110.699999928474","","impatient","","","","","tom-labels","","","F2","annoyed"
"html-keyboard-response","468","1582693","0.0-17.0-0.20","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","469","1587185","0.0-17.0-1.20","","","","","","","","","","","",""
"image-keyboard-response","470","1587694","0.0-17.0-2.20","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","471","1593649","0.0-17.0-3.20","5953.399999976158","","fantasizing","","","","","tom-labels","","","M4","fantasizing"
"html-keyboard-response","472","1594654","0.0-17.0-0.21","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","473","1599046","0.0-17.0-1.21","","","","","","","","","","","",""
"image-keyboard-response","474","1599556","0.0-17.0-2.21","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","475","1606441","0.0-17.0-3.21","6883.700000047684","","alarmed","","","","","tom-labels","","","M2","alarmed"
"html-keyboard-response","476","1607454","0.0-17.0-0.22","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","477","1612385","0.0-17.0-1.22","","","","","","","","","","","",""
"image-keyboard-response","478","1612894","0.0-17.0-2.22","null","stimuli/noise_texture.png","null","","","","","","","","",""
