"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","PID","START_TIME","trial","responses","view_history","x","y","actor","target_emotion"
"html-keyboard-response","1070","3827662","0.0-24.0-1.23","","","","","","","","","","","",""
"image-keyboard-response","1071","3828168","0.0-24.0-2.23","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1072","3829709","0.0-24.0-3.23","1540.9000000357628","","reassuring","","","tom-labels","","","","","8","reassuring"
"html-keyboard-response","1073","3830715","0.0-24.0-0.24","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1074","3834968","0.0-24.0-1.24","","","","","","","","","","","",""
"image-keyboard-response","1075","3835471","0.0-24.0-2.24","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1076","3837941","0.0-24.0-3.24","2468.900000035763","","relieved","","","tom-labels","","","","","8","relieved"
"html-keyboard-response","1077","3838950","0.0-24.0-0.25","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1078","3844160","0.0-24.0-1.25","","","","","","","","","","","",""
"image-keyboard-response","1079","3844667","0.0-24.0-2.25","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1080","3846206","0.0-24.0-3.25","1538.1000000238419","","dispirited","","","tom-labels","","","","","2","dispirited"
"html-keyboard-response","1081","3847214","0.0-24.0-0.26","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1082","3852328","0.0-24.0-1.26","","","","","","","","","","","",""
"image-keyboard-response","1083","3852837","0.0-24.0-2.26","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1084","3853779","0.0-24.0-3.26","941.4000000357628","","annoyed","","","tom-labels","","","","","2","annoyed"
"html-keyboard-response","1085","3854788","0.0-24.0-0.27","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1086","3859497","0.0-24.0-1.27","","","","","","","","","","","",""
"image-keyboard-response","1087","3859999","0.0-24.0-2.27","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1088","3861950","0.0-24.0-3.27","1950.300000011921","","hopeful","","","tom-labels","","","","","8","hopeful"
"html-keyboard-response","1089","3862957","0.0-24.0-0.28","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1090","3867212","0.0-24.0-1.28","","","","","","","","","","","",""
"image-keyboard-response","1091","3867716","0.0-24.0-2.28","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1092","3869817","0.0-24.0-3.28","2099.5","","perplexed","","","tom-labels","","","","","8","perplexed"
"html-keyboard-response","1093","3870823","0.0-24.0-0.29","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1094","3876003","0.0-24.0-1.29","","","","","","","","","","","",""
"image-keyboard-response","1095","3876512","0.0-24.0-2.29","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1096","3877725","0.0-24.0-3.29","1211.6000000238419","","despondent","","","tom-labels","","","","","2","despondent"
"html-keyboard-response","1097","3878732","0.0-24.0-0.30","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1098","3883760","0.0-24.0-1.30","","","","","","","","","","","",""
"image-keyboard-response","1099","3884275","0.0-24.0-2.30","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1100","3885727","0.0-24.0-3.30","1451.4000000357628","","cautious","","","tom-labels","","","","","2","cautious"
"html-keyboard-response","1101","3886737","0.0-24.0-0.31","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1102","3891173","0.0-24.0-1.31","","","","","","","","","","","",""
"image-keyboard-response","1103","3891676","0.0-24.0-2.31","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1104","3892730","0.0-24.0-3.31","1053.1000000238419","","disappointed","","","tom-labels","","","","","8","disappointed"
"html-keyboard-response","1105","3893738","0.0-24.0-0.32","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1106","3898073","0.0-24.0-1.32","","","","","","","","","","","",""
"image-keyboard-response","1107","3898577","0.0-24.0-2.32","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1108","3900036","0.0-24.0-3.32","1457.3999999761581","","resentful","","","tom-labels","","","","","8","resentful"
"html-keyboard-response","1109","3901041","0.0-24.0-0.33","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1110","3905907","0.0-24.0-1.33","","","","","","","","","","","",""
"image-keyboard-response","1111","3906420","0.0-24.0-2.33","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1112","3907972","0.0-24.0-3.33","1551.5","","perplexed","","","tom-labels","","","","","2","perplexed"
"html-keyboard-response","1113","3908979","0.0-24.0-0.34","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1114","3913419","0.0-24.0-1.34","","","","","","","","","","","",""
"image-keyboard-response","1115","3913921","0.0-24.0-2.34","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1116","3915331","0.0-24.0-3.34","1408.699999988079","","joking","","","tom-labels","","","","","8","joking"
"html-keyboard-response","1117","3916337","0.0-24.0-0.35","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1118","3920638","0.0-24.0-1.35","","","","","","","","","","","",""
"image-keyboard-response","1119","3921141","0.0-24.0-2.35","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1120","3924430","0.0-24.0-3.35","3287.400000035763","","indifferent","","","tom-labels","","","","","8","indifferent"
"html-keyboard-response","1121","3925439","0.0-24.0-0.36","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1122","3930528","0.0-24.0-1.36","","","","","","","","","","","",""
"image-keyboard-response","1123","3931039","0.0-24.0-2.36","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1124","3932163","0.0-24.0-3.36","1122.699999988079","","sympathetic","","","tom-labels","","","","","2","sympathetic"
"html-keyboard-response","1125","3933171","0.0-24.0-0.37","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1126","3937060","0.0-24.0-1.37","","","","","","","","","","","",""
"image-keyboard-response","1127","3937575","0.0-24.0-2.37","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1128","3938712","0.0-24.0-3.37","1135.9000000357628","","joking","","","tom-labels","","","","","2","joking"
"html-keyboard-response","1129","3939719","0.0-24.0-0.38","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1130","3944737","0.0-24.0-1.38","","","","","","","","","","","",""
"image-keyboard-response","1131","3945241","0.0-24.0-2.38","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1132","3946395","0.0-24.0-3.38","1152.4000000357628","","puzzled","","","tom-labels","","","","","2","puzzled"
"html-keyboard-response","1133","3947402","0.0-24.0-0.39","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1134","3952458","0.0-24.0-1.39","","","","","","","","","","","",""
"image-keyboard-response","1135","3952966","0.0-24.0-2.39","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1136","3955127","0.0-24.0-3.39","2160.5","","friendly","","","tom-labels","","","","","2","friendly"
"html-keyboard-response","1137","3956137","0.0-24.0-0.40","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1138","3960550","0.0-24.0-1.40","","","","","","","","","","","",""
"image-keyboard-response","1139","3961064","0.0-24.0-2.40","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1140","3962249","0.0-24.0-3.40","1183.8999999761581","","thoughtful","","","tom-labels","","","","","8","thoughtful"
"html-keyboard-response","1141","3963259","0.0-24.0-0.41","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1142","3968477","0.0-24.0-1.41","","","","","","","","","","","",""
"image-keyboard-response","1143","3968979","0.0-24.0-2.41","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1144","3970395","0.0-24.0-3.41","1413.5","","hateful","","","tom-labels","","","","","2","hateful"
"html-keyboard-response","1145","3971404","0.0-24.0-0.42","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1146","3976442","0.0-24.0-1.42","","","","","","","","","","","",""
"image-keyboard-response","1147","3976949","0.0-24.0-2.42","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1148","3977927","0.0-24.0-3.42","976.5999999642372","","concerned","","","tom-labels","","","","","2","concerned"
"html-keyboard-response","1149","3978933","0.0-24.0-0.43","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1150","3984030","0.0-24.0-1.43","","","","","","","","","","","",""
"image-keyboard-response","1151","3984542","0.0-24.0-2.43","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1152","3985906","0.0-24.0-3.43","1362.2999999523163","","entertained","","","tom-labels","","","","","2","intrigued"
"html-keyboard-response","1153","3986914","0.0-24.0-0.44","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1154","3992077","0.0-24.0-1.44","","","","","","","","","","","",""
"image-keyboard-response","1155","3992586","0.0-24.0-2.44","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1156","3995453","0.0-24.0-3.44","2866.100000023842","","fantasizing","","","tom-labels","","","","","2","fantasizing"
"html-keyboard-response","1157","3996470","0.0-24.0-0.45","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1158","4000685","0.0-24.0-1.45","","","","","","","","","","","",""
"image-keyboard-response","1159","4001190","0.0-24.0-2.45","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1160","4002857","0.0-24.0-3.45","1666.0999999642372","","suspicious","","","tom-labels","","","","","8","suspicious"
"html-keyboard-response","1161","4003864","0.0-24.0-0.46","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1162","4008645","0.0-24.0-1.46","","","","","","","","","","","",""
"image-keyboard-response","1163","4009147","0.0-24.0-2.46","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1164","4010427","0.0-24.0-3.46","1279","","ashamed","","","tom-labels","","","","","2","ashamed"
"html-keyboard-response","1165","4011437","0.0-24.0-0.47","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1166","4016418","0.0-24.0-1.47","","","","","","","","","","","",""
"image-keyboard-response","1167","4016920","0.0-24.0-2.47","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1168","4018356","0.0-24.0-3.47","1435.6000000238419","","stern","","","tom-labels","","","","","2","stern"
"html-keyboard-response","1169","4019366","0.0-24.0-0.48","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1170","4023760","0.0-24.0-1.48","","","","","","","","","","","",""
"image-keyboard-response","1171","4024267","0.0-24.0-2.48","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1172","4025538","0.0-24.0-3.48","1269.800000011921","","puzzled","","","tom-labels","","","","","8","puzzled"
"html-keyboard-response","1173","4026545","0.0-24.0-0.49","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1174","4033858","0.0-24.0-1.49","","","","","","","","","","","",""
"image-keyboard-response","1175","4034363","0.0-24.0-2.49","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1176","4036193","0.0-24.0-3.49","1829.6000000238419","","anxious","","","tom-labels","","","","","8","anxious"
"html-keyboard-response","1177","4037196","0.0-24.0-0.50","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1178","4041548","0.0-24.0-1.50","","","","","","","","","","","",""
"image-keyboard-response","1179","4042050","0.0-24.0-2.50","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1180","4042919","0.0-24.0-3.50","868.3999999761581","","serious","","","tom-labels","","","","","8","serious"
"html-keyboard-response","1181","4043927","0.0-24.0-0.51","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1182","4048982","0.0-24.0-1.51","","","","","","","","","","","",""
"image-keyboard-response","1183","4049489","0.0-24.0-2.51","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1184","4050759","0.0-24.0-3.51","1269.300000011921","","affectionate","","","tom-labels","","","","","2","affectionate"
"html-keyboard-response","1185","4051766","0.0-24.0-0.52","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1186","4056099","0.0-24.0-1.52","","","","","","","","","","","",""
"image-keyboard-response","1187","4056604","0.0-24.0-2.52","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1188","4057674","0.0-24.0-3.52","1069.300000011921","","contemplative","","","tom-labels","","","","","8","contemplative"
"html-keyboard-response","1189","4058683","0.0-24.0-0.53","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1190","4064973","0.0-24.0-1.53","","","","","","","","","","","",""
"image-keyboard-response","1191","4065479","0.0-24.0-2.53","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1192","4067096","0.0-24.0-3.53","1616.2000000476837","","reflective","","","tom-labels","","","","","2","reflective"
"html-keyboard-response","1193","4068103","0.0-24.0-0.54","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1194","4073683","0.0-24.0-1.54","","","","","","","","","","","",""
"image-keyboard-response","1195","4074200","0.0-24.0-2.54","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1196","4075039","0.0-24.0-3.54","838.1000000238419","","reassuring","","","tom-labels","","","","","2","reassuring"
"html-keyboard-response","1197","4076044","0.0-24.0-0.55","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1198","4080960","0.0-24.0-1.55","","","","","","","","","","","",""
"image-keyboard-response","1199","4081467","0.0-24.0-2.55","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1200","4082666","0.0-24.0-3.55","1198.3999999761581","","earnest","","","tom-labels","","","","","2","earnest"
"html-keyboard-response","1201","4083668","0.0-24.0-0.56","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1202","4088717","0.0-24.0-1.56","","","","","","","","","","","",""
"image-keyboard-response","1203","4089220","0.0-24.0-2.56","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1204","4090778","0.0-24.0-3.56","1556","","anticipating","","","tom-labels","","","","","8","anticipating"
"html-keyboard-response","1205","4091790","0.0-24.0-0.57","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1206","4096978","0.0-24.0-1.57","","","","","","","","","","","",""
"image-keyboard-response","1207","4097484","0.0-24.0-2.57","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1208","4097643","0.0-24.0-3.57","158.5","","insulting","","","tom-labels","","","","","2","thoughtful"
"html-keyboard-response","1209","4098644","0.0-24.0-0.58","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1210","4103098","0.0-24.0-1.58","","","","","","","","","","","",""
"image-keyboard-response","1211","4103601","0.0-24.0-2.58","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1212","4105315","0.0-24.0-3.58","1712.5","","impatient","","","tom-labels","","","","","8","confident"
"html-keyboard-response","1213","4106323","0.0-24.0-0.59","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1214","4110891","0.0-24.0-1.59","","","","","","","","","","","",""
"image-keyboard-response","1215","4111393","0.0-24.0-2.59","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1216","4112458","0.0-24.0-3.59","1064.5","","pensive","","","tom-labels","","","","","8","pensive"
"html-keyboard-response","1217","4113466","0.0-24.0-0.60","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1218","4118453","0.0-24.0-1.60","","","","","","","","","","","",""
"image-keyboard-response","1219","4118956","0.0-24.0-2.60","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1220","4120894","0.0-24.0-3.60","1936.1000000238419","","indecisive","","","tom-labels","","","","","2","indecisive"
"html-keyboard-response","1221","4121898","0.0-24.0-0.61","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1222","4126082","0.0-24.0-1.61","","","","","","","","","","","",""
"image-keyboard-response","1223","4126592","0.0-24.0-2.61","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1224","4127846","0.0-24.0-3.61","1253.199999988079","","affectionate","","","tom-labels","","","","","8","affectionate"
"html-keyboard-response","1225","4128852","0.0-24.0-0.62","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1226","4133892","0.0-24.0-1.62","","","","","","","","","","","",""
"image-keyboard-response","1227","4134396","0.0-24.0-2.62","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1228","4135776","0.0-24.0-3.62","1378.5","","contented","","","tom-labels","","","","","2","contented"
"html-keyboard-response","1229","4136784","0.0-24.0-0.63","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1230","4141847","0.0-24.0-1.63","","","","","","","","","","","",""
"image-keyboard-response","1231","4142357","0.0-24.0-2.63","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1232","4144020","0.0-24.0-3.63","1662.0999999642372","","playful","","","tom-labels","","","","","2","playful"
"html-keyboard-response","1233","4145026","0.0-24.0-0.64","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1234","4149299","0.0-24.0-1.64","","","","","","","","","","","",""
"image-keyboard-response","1235","4149803","0.0-24.0-2.64","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1236","4151340","0.0-24.0-3.64","1536.4000000357628","","hostile","","","tom-labels","","","","","8","hostile"
"html-keyboard-response","1237","4152349","0.0-24.0-0.65","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1238","4158017","0.0-24.0-1.65","","","","","","","","","","","",""
"image-keyboard-response","1239","4158526","0.0-24.0-2.65","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1240","4159836","0.0-24.0-3.65","1309.199999988079","","indifferent","","","tom-labels","","","","","2","indifferent"
"html-keyboard-response","1241","4160851","0.0-24.0-0.66","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1242","4165722","0.0-24.0-1.66","","","","","","","","","","","",""
"image-keyboard-response","1243","4166224","0.0-24.0-2.66","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1244","4167290","0.0-24.0-3.66","1064.699999988079","","cautious","","","tom-labels","","","","","2","baffled"
"html-keyboard-response","1245","4168299","0.0-24.0-0.67","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1246","4172708","0.0-24.0-1.67","","","","","","","","","","","",""
"image-keyboard-response","1247","4173215","0.0-24.0-2.67","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1248","4173993","0.0-24.0-3.67","777.3000000119209","","uneasy","","","tom-labels","","","","","8","depressed"
"html-keyboard-response","1249","4175009","0.0-24.0-0.68","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1250","4179291","0.0-24.0-1.68","","","","","","","","","","","",""
"image-keyboard-response","1251","4179794","0.0-24.0-2.68","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1252","4181280","0.0-24.0-3.68","1484.300000011921","","confused","","","tom-labels","","","","","8","skeptical"
"html-keyboard-response","1253","4182287","0.0-24.0-0.69","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1254","4186737","0.0-24.0-1.69","","","","","","","","","","","",""
"image-keyboard-response","1255","4187241","0.0-24.0-2.69","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1256","4188885","0.0-24.0-3.69","1642.800000011921","","relaxed","","","tom-labels","","","","","8","relaxed"
"html-keyboard-response","1257","4189889","0.0-24.0-0.70","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1258","4194609","0.0-24.0-1.70","","","","","","","","","","","",""
"image-keyboard-response","1259","4195124","0.0-24.0-2.70","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1260","4196332","0.0-24.0-3.70","1207.199999988079","","convinced","","","tom-labels","","","","","2","convinced"
"html-keyboard-response","1261","4197345","0.0-24.0-0.71","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1262","4202363","0.0-24.0-1.71","","","","","","","","","","","",""
"image-keyboard-response","1263","4202865","0.0-24.0-2.71","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1264","4205147","0.0-24.0-3.71","2281.2999999523163","","contemplative","","","tom-labels","","","","","2","amused"
"html-keyboard-response","1265","4206160","0.0-24.0-0.72","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1266","4211169","0.0-24.0-1.72","","","","","","","","","","","",""
"image-keyboard-response","1267","4211670","0.0-24.0-2.72","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1268","4213507","0.0-24.0-3.72","1836.0999999642372","","panicked","","","tom-labels","","","","","2","serious"
"html-keyboard-response","1269","4214515","0.0-24.0-0.73","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1270","4219282","0.0-24.0-1.73","","","","","","","","","","","",""
"image-keyboard-response","1271","4219794","0.0-24.0-2.73","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1272","4226953","0.0-24.0-3.73","7157.5","","disappointed","","","tom-labels","","","","","2","imploring"
"html-keyboard-response","1273","4227963","0.0-24.0-0.74","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1274","4232159","0.0-24.0-1.74","","","","","","","","","","","",""
"image-keyboard-response","1275","4232675","0.0-24.0-2.74","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1276","4233694","0.0-24.0-3.74","1017.6000000238419","","playful","","","tom-labels","","","","","8","playful"
"html-keyboard-response","1277","4234698","0.0-24.0-0.75","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1278","4239533","0.0-24.0-1.75","","","","","","","","","","","",""
"image-keyboard-response","1279","4240035","0.0-24.0-2.75","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1280","4241709","0.0-24.0-3.75","1673.6000000238419","","sarcastic","","","tom-labels","","","","","2","sarcastic"
"html-keyboard-response","1281","4242716","0.0-24.0-0.76","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1282","4247934","0.0-24.0-1.76","","","","","","","","","","","",""
"image-keyboard-response","1283","4248449","0.0-24.0-2.76","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1284","4249458","0.0-24.0-3.76","1008","","hopeful","","","tom-labels","","","","","2","hopeful"
"html-keyboard-response","1285","4250467","0.0-24.0-0.77","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1286","4255188","0.0-24.0-1.77","","","","","","","","","","","",""
"image-keyboard-response","1287","4255697","0.0-24.0-2.77","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1288","4256903","0.0-24.0-3.77","1204.699999988079","","intrigued","","","tom-labels","","","","","8","intrigued"
"html-keyboard-response","1289","4257911","0.0-24.0-0.78","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1290","4262838","0.0-24.0-1.78","","","","","","","","","","","",""
"image-keyboard-response","1291","4263341","0.0-24.0-2.78","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1292","4264284","0.0-24.0-3.78","941.1999999880791","","anticipating","","","tom-labels","","","","","2","anticipating"
"html-keyboard-response","1293","4265291","0.0-24.0-0.79","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1294","4270090","0.0-24.0-1.79","","","","","","","","","","","",""
"image-keyboard-response","1295","4270593","0.0-24.0-2.79","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1296","4272064","0.0-24.0-3.79","1469.3999999761581","","offended","","","tom-labels","","","","","2","offended"
"html-keyboard-response","1297","4273069","0.0-24.0-0.80","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1298","4277650","0.0-24.0-1.80","","","","","","","","","","","",""
"image-keyboard-response","1299","4278154","0.0-24.0-2.80","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1300","4280426","0.0-24.0-3.80","2271.099999964237","","playful","","","tom-labels","","","","","2","eager"
"html-keyboard-response","1301","4281432","0.0-24.0-0.81","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1302","4286533","0.0-24.0-1.81","","","","","","","","","","","",""
"image-keyboard-response","1303","4287036","0.0-24.0-2.81","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1304","4288084","0.0-24.0-3.81","1047.300000011921","","irritated","","","tom-labels","","","","","2","irritated"
"html-keyboard-response","1305","4289089","0.0-24.0-0.82","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1306","4293807","0.0-24.0-1.82","","","","","","","","","","","",""
"image-keyboard-response","1307","4294316","0.0-24.0-2.82","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1308","4295703","0.0-24.0-3.82","1386.9000000357628","","impatient","","","tom-labels","","","","","2","impatient"
"html-keyboard-response","1309","4296710","0.0-24.0-0.83","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1310","4301011","0.0-24.0-1.83","","","","","","","","","","","",""
"image-keyboard-response","1311","4301515","0.0-24.0-2.83","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1312","4303957","0.0-24.0-3.83","2440","","flustered","","","tom-labels","","","","","8","flustered"
"html-keyboard-response","1313","4304963","0.0-24.0-0.84","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1314","4309702","0.0-24.0-1.84","","","","","","","","","","","",""
"image-keyboard-response","1315","4310212","0.0-24.0-2.84","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1316","4312460","0.0-24.0-3.84","2247.300000011921","","anxious","","","tom-labels","","","","","2","anxious"
"html-keyboard-response","1317","4313469","0.0-24.0-0.85","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1318","4318476","0.0-24.0-1.85","","","","","","","","","","","",""
"image-keyboard-response","1319","4318985","0.0-24.0-2.85","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","1320","4320551","0.0-24.0-3.85","1565","","skeptical","","","tom-labels","","","","","2","skeptical"
"html-keyboard-response","1321","4321557","0.0-24.0-0.86","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","1322","4326809","0.0-24.0-1.86","","","","","","","","","","","",""
